date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:16:22	16032/16032	---M--	200	added ('OK')	image/jpeg	etag:58ec8f6891995aeaa55f0a96ad5d99a1cea82606	https://d33wubrfki0l68.cloudfront.net/6b09424d6d04fe618cef580d7a3f8f1a0855c090/05ed1/assets/images/blog/blog-listing07.jpg	/storage/emulated/0/HTTrack/Websites/emprise/d33wubrfki0l68.cloudfront.net/6b09424d6d04fe618cef580d7a3f8f1a0855c090/05ed1/assets/images/blog/blog-listing07.jpg	(from https://ux.emprise.tours/blog-listings--no-sidebar)
13:16:24	16955/16955	---M--	200	added ('OK')	image/jpeg	etag:ad90c478df1e39a9a48c58f752aabad1cd8fb262	https://d33wubrfki0l68.cloudfront.net/2f3a80c5ac085134c7f116812f19ae2a6f1c36c9/9ef7d/assets/images/blog/blog-listing08.jpg	/storage/emulated/0/HTTrack/Websites/emprise/d33wubrfki0l68.cloudfront.net/2f3a80c5ac085134c7f116812f19ae2a6f1c36c9/9ef7d/assets/images/blog/blog-listing08.jpg	(from https://ux.emprise.tours/blog-listings--no-sidebar)
13:16:25	16431/16431	---M--	200	added ('OK')	image/jpeg	etag:5a74355fe390bd127bf9ee5c5ae294056b81274d	https://d33wubrfki0l68.cloudfront.net/b2d699902df2b436994c689e9cd04bd8634deb73/c1b4c/assets/images/blog/blog-listing09.jpg	/storage/emulated/0/HTTrack/Websites/emprise/d33wubrfki0l68.cloudfront.net/b2d699902df2b436994c689e9cd04bd8634deb73/c1b4c/assets/images/blog/blog-listing09.jpg	(from https://ux.emprise.tours/blog-listings--no-sidebar)
13:16:27	828/828	---M--	200	added ('OK')	image/jpeg	etag:264c8db7a7db453dda1e3b6c400a00c418cb9f7a	https://d33wubrfki0l68.cloudfront.net/6f402e7dca377a070191086058423463f16d3c0c/d78bb/assets/images/blog-list-01.jpg	/storage/emulated/0/HTTrack/Websites/emprise/d33wubrfki0l68.cloudfront.net/6f402e7dca377a070191086058423463f16d3c0c/d78bb/assets/images/blog-list-01.jpg	(from https://ux.emprise.tours/blog-listings--left-sidebar)
13:17:09	973/973	---M--	200	added ('OK')	image/jpeg	etag:e781cc886c4e6c412cb7f39752f7155d491592ec	https://d33wubrfki0l68.cloudfront.net/3a98ce2d9d78e92abddd0851748151304961e048/3aa69/assets/images/blog-list-02.jpg	/storage/emulated/0/HTTrack/Websites/emprise/d33wubrfki0l68.cloudfront.net/3a98ce2d9d78e92abddd0851748151304961e048/3aa69/assets/images/blog-list-02.jpg	(from https://ux.emprise.tours/blog-listings--left-sidebar)
13:17:13	907/907	---M--	200	added ('OK')	image/jpeg	etag:b4a8ef501b8ffdb134b4ff209e21e4e7d5c9d7db	https://d33wubrfki0l68.cloudfront.net/5d04fe9e2c047df758bae013cbd9cce6963d3a67/a5477/assets/images/blog-list-03.jpg	/storage/emulated/0/HTTrack/Websites/emprise/d33wubrfki0l68.cloudfront.net/5d04fe9e2c047df758bae013cbd9cce6963d3a67/a5477/assets/images/blog-list-03.jpg	(from https://ux.emprise.tours/blog-listings--left-sidebar)
13:17:27	61/61	---M--	404	error ('Not%20Found')	text/plain	date:Mon,%2010%20Jul%202023%2007:47:19%20GMT	https://d33wubrfki0l68.cloudfront.net/bundles/qualy-webfont.eot	/storage/emulated/0/HTTrack/Websites/emprise/d33wubrfki0l68.cloudfront.net/bundles/qualy-webfont.eot	(from https://d33wubrfki0l68.cloudfront.net/bundles/67608f4a19de0c4b5bdf8a3a05c0aaa11526369d.css)
13:17:47	61/61	---M--	404	error ('Not%20Found')	text/plain	date:Mon,%2010%20Jul%202023%2007:47:30%20GMT	https://d33wubrfki0l68.cloudfront.net/bundles/qualy-webfont.eot?	/storage/emulated/0/HTTrack/Websites/emprise/d33wubrfki0l68.cloudfront.net/bundles/qualy-webfontd41d.eot	(from https://d33wubrfki0l68.cloudfront.net/bundles/67608f4a19de0c4b5bdf8a3a05c0aaa11526369d.css)
13:17:51	61/61	---M--	404	error ('Not%20Found')	text/plain	date:Mon,%2010%20Jul%202023%2007:47:50%20GMT	https://d33wubrfki0l68.cloudfront.net/assets.images/search-24.png	/storage/emulated/0/HTTrack/Websites/emprise/d33wubrfki0l68.cloudfront.net/assets.images/search-24.a9.delayed	(from https://d33wubrfki0l68.cloudfront.net/bundles/67608f4a19de0c4b5bdf8a3a05c0aaa11526369d.css)
13:17:54	61/61	---M--	404	error ('Not%20Found')	text/plain	date:Mon,%2010%20Jul%202023%2007:47:53%20GMT	https://d33wubrfki0l68.cloudfront.net/assets/images/artem-kniaz-bC7zaV3j7S4-unsplash.jpg	/storage/emulated/0/HTTrack/Websites/emprise/d33wubrfki0l68.cloudfront.net/assets/images/artem-kniaz-bC7zaV3j7S4-unsplash.jpg	(from https://d33wubrfki0l68.cloudfront.net/bundles/67608f4a19de0c4b5bdf8a3a05c0aaa11526369d.css)
